1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000	0,00000000		0,00000000	1,00000000	0,00000000		
1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,77876106	0,22123894	0,00000000		1,00000000	0,00000000	0,00000000		
0,69026549	0,30973451	0,00000000		1,00000000	0,00000000	0,00000000		
0,60176991	0,39823009	0,00000000		1,00000000	0,00000000	0,00000000		
0,33628319	0,66371681	0,00000000		0,00000000	1,00000000	0,00000000		
0,15929204	0,84070796	0,00000000		0,00000000	1,00000000	0,00000000		
0,00000000	0,98130841	0,01869159		0,00000000	0,00000000	1,00000000		
0,00000000	0,79439252	0,20560748		0,00000000	1,00000000	0,00000000		
0,00000000	0,70093458	0,29906542		0,00000000	1,00000000	0,00000000		
0,00000000	0,42056075	0,57943925		0,00000000	0,00000000	1,00000000		
0,00000000	0,14018692	0,85981308		0,00000000	0,00000000	1,00000000		
0,00000000	0,00000000	1,00000000		0,00000000	0,00000000	1,00000000		
0,00000000	0,00000000	1,00000000		0,00000000	1,00000000	0,00000000		

