0,37268519	0,62731481		0,00000000	0,00000000	0,47777778	0,52222222	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,00000000	0,91452991	0,08547009		1,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,46064815	0,53935185		0,00000000	0,00000000	0,77777778	0,22222222	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,00000000	0,73504274	0,26495726		1,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,59722222	0,40277778		0,00000000	0,84848485	0,15151515	0,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,00000000	0,70085470	0,29914530		1,00000000	0,00000000		0,37535817	0,62464183		1,00000000	0,00000000	0,00000000		
0,70138889	0,29861111		1,00000000	0,00000000	0,00000000	0,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,00000000	0,34188034	0,65811966		1,00000000	0,00000000		0,43266476	0,56733524		1,00000000	0,00000000	0,00000000		
0,16898148	0,83101852		0,00000000	0,00000000	0,31111111	0,68888889	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,00000000	0,00000000	1,00000000		1,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,57638889	0,42361111		0,00000000	0,48484848	0,51515152	0,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,00000000	0,91452991	0,08547009		1,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,50462963	0,49537037		0,00000000	0,00000000	0,86666667	0,13333333	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,08349515	0,91650485	0,00000000		0,91541353	0,08458647		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,63888889	0,36111111		0,00000000	0,81818182	0,18181818	0,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,00000000	1,00000000	0,00000000		1,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,05555556	0,94444444		0,00000000	0,00000000	0,00000000	0,73239437	0,26760563		1,00000000	0,00000000		0,00000000	0,69166667	0,30833333	0,00000000		0,00000000	0,00000000	1,00000000		1,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,09953704	0,90046296		0,00000000	0,00000000	0,02222222	0,97777778	0,00000000		0,06976744	0,93023256		1,00000000	0,00000000	0,00000000	0,00000000		0,00000000	0,00000000	1,00000000		1,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,37268519	0,62731481		0,00000000	0,00000000	0,46666667	0,53333333	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,11650485	0,88349515	0,00000000		0,73552632	0,26447368		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,65740741	0,34259259		0,00000000	0,63636364	0,36363636	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,19611650	0,80388350	0,00000000		1,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,68981481	0,31018519		0,20000000	0,80000000	0,00000000	0,00000000	0,00000000		0,06976744	0,93023256		1,00000000	0,00000000	0,00000000	0,00000000		0,20000000	0,80000000	0,00000000		0,84022556	0,15977444		0,62464183	0,37535817		1,00000000	0,00000000	0,00000000		
0,71527778	0,28472222		0,00000000	0,93939394	0,06060606	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,28349515	0,71650485	0,00000000		1,00000000	0,00000000		0,24068768	0,75931232		1,00000000	0,00000000	0,00000000		
0,72453704	0,27546296		0,00000000	0,96969697	0,03030303	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,36504854	0,63495146	0,00000000		1,00000000	0,00000000		0,37535817	0,62464183		1,00000000	0,00000000	0,00000000		
0,52777778	0,47222222		0,00000000	0,27272727	0,72727273	0,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,00000000	0,73504274	0,26495726		0,80281955	0,19718045		0,50143266	0,49856734		1,00000000	0,00000000	0,00000000		
0,66666667	0,33333333		1,00000000	0,00000000	0,00000000	0,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,00000000	0,30769231	0,69230769		0,60563910	0,39436090		0,50143266	0,49856734		1,00000000	0,00000000	0,00000000		
0,27314815	0,72685185		0,00000000	0,00000000	0,57777778	0,42222222	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,00000000	0,00000000	1,00000000		1,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,50231481	0,49768519		0,00000000	0,48484848	0,51515152	0,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,00000000	0,00000000	1,00000000		1,00000000	0,00000000		0,87965616	0,12034384		1,00000000	0,00000000	0,00000000		
0,96064815	0,03935185		1,00000000	0,00000000	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,49126214	0,50873786	0,00000000		0,81842105	0,18157895		0,12034384	0,87965616		1,00000000	0,00000000	0,00000000		
0,62731481	0,37268519		0,00000000	0,00000000	0,96666667	0,03333333	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,33592233	0,66407767	0,00000000		1,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,63888889	0,36111111		0,00000000	0,33333333	0,66666667	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,26019417	0,73980583	0,00000000		1,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,22916667	0,77083333		0,00000000	0,00000000	0,41111111	0,58888889	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,00000000	0,00000000	1,00000000		1,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,71067961	0,28932039	0,00000000		1,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,43055556	0,56944444		0,00000000	0,00000000	0,56666667	0,43333333	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,11067961	0,88932039	0,00000000		1,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,15740741	0,84259259		0,00000000	0,00000000	0,12222222	0,87777778	0,00000000		0,79069767	0,20930233		1,00000000	0,00000000	0,00000000	0,00000000		0,00000000	0,00000000	1,00000000		1,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,89120370	0,10879630		1,00000000	0,00000000	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,53592233	0,46407767	0,00000000		0,95545113	0,04454887		0,37535817	0,62464183		1,00000000	0,00000000	0,00000000		
0,95601852	0,04398148		1,00000000	0,00000000	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,67184466	0,32815534	0,00000000		1,00000000	0,00000000		0,24928367	0,75071633		1,00000000	0,00000000	0,00000000		
0,63888889	0,36111111		0,00000000	0,57575758	0,42424242	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,15728155	0,84271845	0,00000000		1,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,79166667	0,20833333		0,20000000	0,80000000	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,46019417	0,53980583	0,00000000		0,92575188	0,07424812		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,85879630	0,14120370		1,00000000	0,00000000	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,63495146	0,36504854	0,00000000		1,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,31944444	0,68055556		0,00000000	0,00000000	0,36666667	0,63333333	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,00000000	0,41025641	0,58974359		0,94812030	0,05187970		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,64351852	0,35648148		0,00000000	0,00000000	0,95555556	0,04444444	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,22524272	0,77475728	0,00000000		0,85263158	0,14736842		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,67824074	0,32175926		0,00000000	0,60606061	0,39393939	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,29514563	0,70485437	0,00000000		1,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,42129630	0,57870370		0,00000000	0,00000000	0,65555556	0,34444444	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,00000000	0,77777778	0,22222222		1,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,17361111	0,82638889		0,00000000	0,00000000	0,30000000	0,70000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000	0,00000000		0,00000000	0,00000000	1,00000000		1,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
